,name,year,runtime,certificate,genre,rating,url
3042,The Adventures of Baron Munchausen,(1988),126 min,PG,"Adventure, Comedy, Fantasy",7.2,http://www.imdb.com/title/tt0096764/
3043,The Brave Little Toaster,(1987),90 min,Not Rated,"Animation, Adventure, Comedy",7.3,http://www.imdb.com/title/tt0092695/
3044,The King of Comedy,(1982),109 min,PG,"Comedy, Crime, Drama",7.8,http://www.imdb.com/title/tt0085794/
3045,Xanadu,(1980),96 min,PG,"Fantasy, Musical, Romance",5.1,http://www.imdb.com/title/tt0081777/
3046,The Changeling,(1980),107 min,R,Horror,7.3,http://www.imdb.com/title/tt0080516/
3047,Altered States,(1980),102 min,R,"Horror, Sci-Fi, Thriller",6.9,http://www.imdb.com/title/tt0080360/
3048,The Inglorious Bastards,(1978),99 min,R,"Action, Adventure, War",6.6,http://www.imdb.com/title/tt0076584/
3049,Empires of the Deep,,99 min,R,Sci-Fi,6.6,http://www.imdb.com/title/tt1240952/
3050,Kill or be Killed,(2017),99 min,R,"Drama, Horror, Thriller",9,http://www.imdb.com/title/tt2641256/
3051,Careful What You Wish For,(2015),91 min,R,"Drama, Thriller",5.6,http://www.imdb.com/title/tt1629242/
3052,The Captive,(2014),112 min,R,"Crime, Drama, Mystery",5.9,http://www.imdb.com/title/tt2326612/
3053,The Day of the Jackal,(1973),143 min,PG,"Crime, Drama, Thriller",7.8,http://www.imdb.com/title/tt0069947/
3054,The Big Boss,(1971),99 min,R,"Action, Crime, Drama",7.1,http://www.imdb.com/title/tt0067824/
3055,Rollerball,(1975),125 min,R,"Action, Sci-Fi, Sport",6.6,http://www.imdb.com/title/tt0073631/
3056,A Boy and His Dog,(1975),91 min,R,"Comedy, Drama, Sci-Fi",6.6,http://www.imdb.com/title/tt0072730/
3057,Death Wish,(1974),93 min,R,"Action, Crime, Drama",7,http://www.imdb.com/title/tt0071402/
3058,Zardoz,(1974),105 min,R,"Fantasy, Sci-Fi",5.8,http://www.imdb.com/title/tt0070948/
3059,Amarcord,(1973),123 min,R,"Comedy, Drama",8,http://www.imdb.com/title/tt0071129/
3060,Family Plot,(1976),120 min,PG,"Comedy, Thriller",6.8,http://www.imdb.com/title/tt0074512/
3061,Watership Down,(1978),91 min,PG,"Animation, Adventure, Drama",7.7,http://www.imdb.com/title/tt0078480/
3062,The Amityville Horror,(1979),117 min,R,Horror,6.2,http://www.imdb.com/title/tt0078767/
3063,1941,(1979),118 min,PG,"Action, Comedy, War",5.9,http://www.imdb.com/title/tt0078723/
3064,Phantasm,(1979),88 min,R,"Horror, Sci-Fi",6.8,http://www.imdb.com/title/tt0079714/
3065,The Beastmaster,(1982),118 min,PG,"Action, Adventure, Fantasy",6.2,http://www.imdb.com/title/tt0083630/
3066,Cat People,(1982),118 min,R,"Fantasy, Horror, Thriller",6.1,http://www.imdb.com/title/tt0083722/
3067,Zapped!,(1982),98 min,R,"Comedy, Fantasy, Sci-Fi",4.8,http://www.imdb.com/title/tt0084945/
3068,Jaws 3-D,(1983),99 min,PG,"Adventure, Horror, Thriller",3.6,http://www.imdb.com/title/tt0085750/
3069,Staying Alive,(1983),93 min,PG,"Drama, Music, Romance",4.5,http://www.imdb.com/title/tt0086361/
3070,Sudden Impact,(1983),117 min,R,"Action, Crime, Thriller",6.6,http://www.imdb.com/title/tt0086383/
3071,Purple Rain,(1984),111 min,R,"Drama, Music, Musical",6.5,http://www.imdb.com/title/tt0087957/
3072,Supergirl,(1984),105 min,PG,"Action, Adventure, Fantasy",4.3,http://www.imdb.com/title/tt0088206/
3073,Starman,(1984),115 min,PG,"Romance, Sci-Fi",7,http://www.imdb.com/title/tt0088172/
3074,Just One of the Guys,(1985),90 min,PG-13,"Comedy, Romance",6.5,http://www.imdb.com/title/tt0089393/
3075,Critters,(1986),82 min,PG-13,"Action, Comedy, Horror",6,http://www.imdb.com/title/tt0090887/
3076,House,(1985),93 min,R,"Comedy, Fantasy, Horror",6.2,http://www.imdb.com/title/tt0091223/
3077,*batteries not included,(1987),106 min,PG,"Comedy, Family, Fantasy",6.6,http://www.imdb.com/title/tt0092494/
3078,Police Academy 4: Citizens on Patrol,(1987),88 min,PG,"Comedy, Crime",4.8,http://www.imdb.com/title/tt0093756/
3079,The Accused,(1988),111 min,R,Drama,7.1,http://www.imdb.com/title/tt0094608/
3080,Frantic,(1988),120 min,R,"Crime, Drama, Mystery",6.9,http://www.imdb.com/title/tt0095174/
3081,License to Drive,(1988),88 min,PG-13,Comedy,6.3,http://www.imdb.com/title/tt0095519/
3082,Red Heat,(1988),104 min,R,"Action, Comedy, Crime",6,http://www.imdb.com/title/tt0095963/
3083,Tequila Sunrise,(1988),115 min,R,"Crime, Drama, Romance",6,http://www.imdb.com/title/tt0096244/
3084,House Party,(1990),100 min,R,"Comedy, Music, Romance",6.3,http://www.imdb.com/title/tt0099800/
3085,Toy Soldiers,(1991),111 min,R,"Action, Drama, Thriller",6.5,http://www.imdb.com/title/tt0103112/
3086,Double Impact,(1991),110 min,R,"Action, Crime",5.5,http://www.imdb.com/title/tt0101764/
3087,The People Under the Stairs,(1991),102 min,R,"Comedy, Horror, Mystery",6.3,http://www.imdb.com/title/tt0105121/
3088,Problem Child 2,(1991),90 min,PG-13,"Comedy, Family",4.6,http://www.imdb.com/title/tt0102719/
3089,The Lawnmower Man,(1992),108 min,R,"Horror, Sci-Fi",5.4,http://www.imdb.com/title/tt0104692/
3090,Passenger 57,(1992),84 min,R,"Action, Crime, Thriller",5.8,http://www.imdb.com/title/tt0105104/
3091,Singles,(1992),99 min,PG-13,"Comedy, Drama, Romance",6.7,http://www.imdb.com/title/tt0105415/
3092,Body of Evidence,(1993),99 min,R,"Drama, Thriller",4.4,http://www.imdb.com/title/tt0106453/
3093,Loaded Weapon 1,(1993),84 min,PG-13,"Action, Comedy, Crime",6.1,http://www.imdb.com/title/tt0107659/
3094,Sniper,(1993),98 min,R,"Action, Thriller, War",6.1,http://www.imdb.com/title/tt0108171/
3095,Hard Target,(1993),97 min,R,"Action, Thriller",6.1,http://www.imdb.com/title/tt0107076/
3096,Little Big League,(1994),119 min,PG,"Comedy, Family, Sport",6.1,http://www.imdb.com/title/tt0110363/
3097,North,(1994),87 min,PG,"Adventure, Comedy, Drama",4.4,http://www.imdb.com/title/tt0110687/
3098,The Pagemaster,(1994),80 min,G,"Animation, Adventure, Comedy",6,http://www.imdb.com/title/tt0110763/
3099,Wolf,(1994),125 min,R,"Drama, Horror, Romance",6.2,http://www.imdb.com/title/tt0111742/
3100,Just Cause,(1995),102 min,R,"Action, Crime, Drama",6.4,http://www.imdb.com/title/tt0113501/
3101,Murder in the First,(1995),122 min,R,"Drama, Thriller",7.3,http://www.imdb.com/title/tt0113870/
3102,Circle of Friends,(1995),103 min,PG-13,"Drama, Romance",6.6,http://www.imdb.com/title/tt0112679/
3103,Dead Presidents,(1995),119 min,R,"Action, Crime, Drama",6.9,http://www.imdb.com/title/tt0112819/
3104,Barb Wire,(1996),98 min,R,"Action, Sci-Fi",3.2,http://www.imdb.com/title/tt0115624/
3105,The Island of Dr. Moreau,(1996),96 min,PG-13,"Horror, Sci-Fi, Thriller",4.4,http://www.imdb.com/title/tt0116654/
3106,Set It Off,(1996),123 min,R,"Action, Crime, Drama",6.8,http://www.imdb.com/title/tt0117603/
3107,Eve's Bayou,(1997),109 min,R,Drama,7.3,http://www.imdb.com/title/tt0119080/
3108,Picture Perfect,(1997),105 min,PG-13,"Comedy, Drama, Romance",5.5,http://www.imdb.com/title/tt0119896/
3109,The Big Hit,(1998),91 min,R,"Action, Comedy, Crime",6.1,http://www.imdb.com/title/tt0120609/
3110,Deep Rising,(1998),106 min,R,"Action, Adventure, Horror",6,http://www.imdb.com/title/tt0118956/
3111,Madeline,(1998),88 min,PG,"Comedy, Family",5.9,http://www.imdb.com/title/tt0123987/
3112,Apt Pupil,(1998),111 min,R,"Crime, Drama, Thriller",6.7,http://www.imdb.com/title/tt0118636/
3113,A Civil Action,(1998),115 min,PG-13,Drama,6.5,http://www.imdb.com/title/tt0120633/
3114,Jack Frost,(1998),101 min,PG,"Comedy, Drama, Family",5.3,http://www.imdb.com/title/tt0141109/
3115,The End of the Affair,(1999),102 min,R,"Drama, Romance",7.2,http://www.imdb.com/title/tt0172396/
3116,In Dreams,(1999),100 min,R,"Drama, Fantasy, Thriller",5.5,http://www.imdb.com/title/tt0120710/
3117,Keeping the Faith,(2000),128 min,PG-13,"Comedy, Drama, Romance",6.4,http://www.imdb.com/title/tt0171433/
3118,The Tigger Movie,(2000),77 min,G,"Animation, Comedy, Drama",6.3,http://www.imdb.com/title/tt0220099/
3119,Whatever It Takes,(2000),94 min,PG-13,"Comedy, Drama, Romance",5.5,http://www.imdb.com/title/tt0202402/
3120,All the Pretty Horses,(2000),116 min,PG-13,"Drama, Romance, Western",5.8,http://www.imdb.com/title/tt0149624/
3121,The Art of War,(2000),117 min,R,"Action, Adventure, Crime",5.7,http://www.imdb.com/title/tt0160009/
3122,The Kid,(2000),104 min,PG,"Comedy, Family, Fantasy",6.1,http://www.imdb.com/title/tt0219854/
3123,Nutty Professor II: The Klumps,(2000),106 min,PG-13,"Comedy, Romance, Sci-Fi",4.3,http://www.imdb.com/title/tt0144528/
3124,3000 Miles to Graceland,(2001),125 min,R,"Action, Comedy, Crime",5.9,http://www.imdb.com/title/tt0233142/
3125,Captain Corelli's Mandolin,(2001),131 min,R,"Drama, Music, Romance",5.9,http://www.imdb.com/title/tt0238112/
3126,Get Over It,(2001),87 min,PG-13,"Comedy, Romance",5.8,http://www.imdb.com/title/tt0192071/
3127,Hardball,(2001),106 min,PG-13,"Drama, Sport",6.4,http://www.imdb.com/title/tt0180734/
3128,Jimmy Neutron: Boy Genius,(2001),82 min,G,"Animation, Action, Adventure",6,http://www.imdb.com/title/tt0268397/
3129,The Pledge,(I) (2001),124 min,R,"Crime, Drama, Mystery",6.8,http://www.imdb.com/title/tt0237572/
3130,Eight Legged Freaks,(2002),99 min,PG-13,"Action, Comedy, Horror",5.4,http://www.imdb.com/title/tt0271367/
3131,Possession,(2002),102 min,PG-13,"Drama, Mystery, Romance",6.4,http://www.imdb.com/title/tt0256276/
3132,The Truth About Charlie,(2002),104 min,PG-13,"Mystery, Thriller",4.8,http://www.imdb.com/title/tt0270707/
3133,Dumb and Dumberer: When Harry Met Lloyd,(2003),85 min,PG-13,Comedy,3.4,http://www.imdb.com/title/tt0329028/
3134,Duplex,(2003),89 min,PG-13,Comedy,5.9,http://www.imdb.com/title/tt0266489/
3135,Malibu's Most Wanted,(2003),86 min,PG-13,"Comedy, Crime",5.1,http://www.imdb.com/title/tt0328099/
3136,The Medallion,(2003),88 min,PG-13,"Action, Comedy, Fantasy",5.2,http://www.imdb.com/title/tt0288045/
3137,The Order,(2003),102 min,R,"Horror, Mystery, Thriller",5.2,http://www.imdb.com/title/tt0304711/
3138,View from the Top,(2003),87 min,PG-13,"Comedy, Romance",5.2,http://www.imdb.com/title/tt0264150/
3139,The Missing,(I) (2003),137 min,R,"Adventure, Thriller, Western",6.5,http://www.imdb.com/title/tt0338188/
3140,Darkness,(2002),88 min,PG-13,Horror,5.4,http://www.imdb.com/title/tt0273517/
3141,Johnson Family Vacation,(2004),97 min,PG-13,Comedy,4.4,http://www.imdb.com/title/tt0359517/
3142,Paparazzi,(2004),84 min,PG-13,"Action, Crime, Drama",5.8,http://www.imdb.com/title/tt0338325/
3143,Racing Stripes,(2005),102 min,PG,"Adventure, Comedy, Drama",5.2,http://www.imdb.com/title/tt0376105/
3144,Flicka,(2006),95 min,PG,"Adventure, Drama, Family",6.2,http://www.imdb.com/title/tt0434215/
3145,How to Eat Fried Worms,(2006),95 min,PG,"Comedy, Family",5.4,http://www.imdb.com/title/tt0462346/
3146,The Shaggy Dog,(2006),98 min,PG,"Comedy, Family, Fantasy",4.4,http://www.imdb.com/title/tt0393735/
3147,Let's Go to Prison,(2006),84 min,R,"Comedy, Crime",6,http://www.imdb.com/title/tt0454987/
3148,Are We Done Yet?,(2007),92 min,PG,"Comedy, Family, Fantasy",4.1,http://www.imdb.com/title/tt0422774/
3149,Blood and Chocolate,(2007),98 min,PG-13,"Drama, Fantasy, Horror",5.5,http://www.imdb.com/title/tt0397044/
3150,Daddy's Little Girls,(2007),100 min,PG-13,"Drama, Romance",5.5,http://www.imdb.com/title/tt0778661/
3151,Feast of Love,(2007),97 min,R,"Drama, Romance",6.7,http://www.imdb.com/title/tt0800027/
3152,Martian Child,(2007),106 min,PG,"Comedy, Drama, Family",6.8,http://www.imdb.com/title/tt0415965/
3153,Mr. Woodcock,(2007),87 min,PG-13,"Comedy, Romance, Sport",5.1,http://www.imdb.com/title/tt0419984/
3154,Things We Lost in the Fire,(2007),118 min,R,Drama,7.2,http://www.imdb.com/title/tt0469623/
3155,College Road Trip,(2008),83 min,G,"Adventure, Comedy, Drama",4.3,http://www.imdb.com/title/tt0997047/
3156,Swing Vote,(2008),120 min,PG-13,"Comedy, Drama",6.1,http://www.imdb.com/title/tt1027862/
3157,Imagine That,(2009),107 min,PG,"Comedy, Drama, Family",5.6,http://www.imdb.com/title/tt0780567/
3158,All Is Bright,(2013),107 min,R,"Comedy, Drama",5.6,http://www.imdb.com/title/tt1462901/
3159,The Devil's Carnival,(2012),56 min,Not Rated,"Horror, Musical",6.5,http://www.imdb.com/title/tt2204379/
3160,Girls Gone Dead,(2012),104 min,R,"Comedy, Horror",3.5,http://www.imdb.com/title/tt1884318/
3161,Darling Companion,(2012),103 min,PG-13,"Comedy, Drama, Romance",5.1,http://www.imdb.com/title/tt1730687/
3162,Scary or Die,(2012),94 min,R,Horror,4,http://www.imdb.com/title/tt1833879/
3163,The Trip,(I) (2010),112 min,Not Rated,"Comedy, Drama",7,http://www.imdb.com/title/tt1740047/
3164,The Dead,(2010),105 min,R,Horror,5.8,http://www.imdb.com/title/tt1386925/
3165,Inhale,(2010),83 min,R,"Drama, Thriller",6.6,http://www.imdb.com/title/tt1196340/
3166,The Final,(I) (2010),93 min,R,"Drama, Horror, Thriller",5.4,http://www.imdb.com/title/tt1390535/
3167,Father of Invention,(2010),93 min,PG-13,"Comedy, Drama",5.8,http://www.imdb.com/title/tt1381505/
3168,Meek's Cutoff,(2010),104 min,PG,"Drama, Western",6.6,http://www.imdb.com/title/tt1518812/
3169,Bloomington,(2010),83 min,Not Rated,Drama,6.1,http://www.imdb.com/title/tt1409004/
3170,Sinners and Saints,(2010),104 min,R,"Action, Crime, Thriller",6.2,http://www.imdb.com/title/tt1130969/
3171,Ca$h,(2010),108 min,R,"Comedy, Crime, Thriller",6,http://www.imdb.com/title/tt1106860/
3172,The Limits of Control,(2009),116 min,R,"Crime, Drama, Mystery",6.3,http://www.imdb.com/title/tt1135092/
3173,Blood Creek,(2009),90 min,R,Horror,5.4,http://www.imdb.com/title/tt0450336/
3174,Triage,(2009),99 min,R,"Drama, Mystery, War",6.5,http://www.imdb.com/title/tt1217070/
3175,Beyond a Reasonable Doubt,(2009),106 min,PG-13,"Crime, Drama, Mystery",5.9,http://www.imdb.com/title/tt1183251/
3176,Elsewhere,(2009),106 min,R,"Crime, Drama, Thriller",5.6,http://www.imdb.com/title/tt0874271/
3177,Tenderness,(2009),101 min,R,"Crime, Drama, Thriller",5.5,http://www.imdb.com/title/tt0494864/
3178,Falling Up,(2009),98 min,Not Rated,"Comedy, Drama, Romance",5.7,http://www.imdb.com/title/tt1084955/
3179,Wild Cherry,(2009),85 min,R,Comedy,4.2,http://www.imdb.com/title/tt1222329/
3180,Mammoth,(2009),125 min,Not Rated,"Drama, Romance",6.9,http://www.imdb.com/title/tt1038043/
3181,Tormented,(I) (2009),91 min,R,Horror,5.2,http://www.imdb.com/title/tt1100053/
3182,"Surfer, Dude",(2008),85 min,R,Comedy,4.7,http://www.imdb.com/title/tt0976247/
3183,Pledge This!,(2006),91 min,R,Comedy,1.9,http://www.imdb.com/title/tt0417056/
3184,Fast Food Nation,(2006),116 min,R,"Comedy, Drama, Romance",6.3,http://www.imdb.com/title/tt0460792/
3185,The Lazarus Project,(2008),100 min,PG-13,"Drama, Mystery, Thriller",6.2,http://www.imdb.com/title/tt0464041/
3186,2 Days in Paris,(2007),96 min,R,"Comedy, Drama, Romance",6.8,http://www.imdb.com/title/tt0841044/
3187,Head in the Clouds,(2004),132 min,R,"Drama, Romance, War",6.6,http://www.imdb.com/title/tt0338097/
3188,Kidulthood,(2006),89 min,R,"Crime, Drama, Romance",6.8,http://www.imdb.com/title/tt0435680/
3189,It's All Gone Pete Tong,(2004),90 min,R,"Biography, Comedy, Drama",7.4,http://www.imdb.com/title/tt0388139/
3190,Descent,(2007),104 min,R,"Drama, Thriller",4.8,http://www.imdb.com/title/tt0463027/
3191,Outsourced,(2006),103 min,PG-13,"Comedy, Drama, Romance",7,http://www.imdb.com/title/tt0425326/
3192,The Three Burials of Melquiades Estrada,(2005),121 min,R,"Adventure, Crime, Drama",7.4,http://www.imdb.com/title/tt0419294/
3193,The Ballad of Jack and Rose,(2005),112 min,R,Drama,6.7,http://www.imdb.com/title/tt0357110/
3194,Fifty Dead Men Walking,(2008),117 min,R,"Crime, Drama, Thriller",6.9,http://www.imdb.com/title/tt1097643/
3195,Far Cry,(2008),95 min,R,"Action, Adventure, Sci-Fi",3.1,http://www.imdb.com/title/tt0400426/
3196,The History Boys,(2006),109 min,R,"Comedy, Drama, Romance",6.9,http://www.imdb.com/title/tt0464049/
3197,Starter for 10,(2006),92 min,PG-13,"Comedy, Drama, Romance",6.7,http://www.imdb.com/title/tt0477095/
3198,Dirty Deeds,(2005),87 min,PG-13,Comedy,5.9,http://www.imdb.com/title/tt0407732/
3199,The Breed,(2006),91 min,R,"Comedy, Horror, Thriller",5.1,http://www.imdb.com/title/tt0455362/
3200,Me and You and Everyone We Know,(2005),91 min,R,"Comedy, Drama",7.3,http://www.imdb.com/title/tt0415978/
3201,Son of Rambow,(2007),96 min,PG-13,"Action, Adventure, Comedy",7,http://www.imdb.com/title/tt0845046/
3202,Where the Truth Lies,(2005),107 min,R,"Crime, Drama, Mystery",6.5,http://www.imdb.com/title/tt0373450/
3203,Edison,(2005),99 min,R,"Action, Crime, Drama",5.3,http://www.imdb.com/title/tt0389957/
3204,Easy Virtue,(2008),97 min,PG-13,"Comedy, Romance",6.7,http://www.imdb.com/title/tt0808244/
3205,Survival Island,(I) (2005),95 min,TV-MA,"Adventure, Drama, Horror",5,http://www.imdb.com/title/tt0377309/
3206,While She Was Out,(2008),86 min,R,"Crime, Drama, Thriller",4.8,http://www.imdb.com/title/tt0887971/
3207,Afterschool,(2008),120 min,Not Rated,"Drama, Mystery",6.1,http://www.imdb.com/title/tt1224366/
3208,Smiley Face,(2007),85 min,R,Comedy,5.8,http://www.imdb.com/title/tt0780608/
3209,100 Feet,(2008),96 min,R,"Horror, Mystery, Thriller",5.5,http://www.imdb.com/title/tt0899128/
3210,Garden Party,(2008),88 min,Not Rated,Drama,5.6,http://www.imdb.com/title/tt0828393/
3211,Frozen River,(2008),97 min,R,"Crime, Drama",7.2,http://www.imdb.com/title/tt0978759/
3212,Sex and Death 101,(2007),117 min,R,"Comedy, Drama, Romance",6,http://www.imdb.com/title/tt0497972/
3213,Asylum,(IV) (2008),93 min,R,"Horror, Sci-Fi, Thriller",4.1,http://www.imdb.com/title/tt0804443/
3214,Junebug,(2005),106 min,R,"Comedy, Drama",7,http://www.imdb.com/title/tt0418773/
3215,Rocket Science,(2007),101 min,R,"Comedy, Drama",6.7,http://www.imdb.com/title/tt0477078/
3216,Seraphim Falls,(2006),115 min,R,"Action, Drama, Thriller",6.7,http://www.imdb.com/title/tt0479537/
3217,House of D,(2004),97 min,PG-13,"Comedy, Drama",7,http://www.imdb.com/title/tt0372334/
3218,The Jungle Book 2,(2003),72 min,G,"Animation, Adventure, Family",5.4,http://www.imdb.com/title/tt0283426/
3219,Shadow of the Vampire,(2000),92 min,R,"Drama, Horror",6.9,http://www.imdb.com/title/tt0189998/
3220,Camp,(2003),114 min,PG-13,"Comedy, Musical, Drama",6.3,http://www.imdb.com/title/tt0342167/
3221,The United States of Leland,(2003),108 min,R,Drama,7.1,http://www.imdb.com/title/tt0301976/
3222,Ride with the Devil,(I) (1999),138 min,R,"Drama, Romance, War",6.8,http://www.imdb.com/title/tt0134154/
3223,Below,(2002),105 min,R,"Horror, Mystery, Thriller",6.2,http://www.imdb.com/title/tt0276816/
3224,Barely Legal,(2003),90 min,R,Comedy,4.8,http://www.imdb.com/title/tt0302297/
3225,Paid in Full,(2002),97 min,R,"Action, Crime, Drama",7.1,http://www.imdb.com/title/tt0259484/
3226,Tigerland,(2000),101 min,R,"Drama, War",7,http://www.imdb.com/title/tt0170691/
3227,The Shape of Things,(2003),96 min,R,"Comedy, Drama, Romance",6.7,http://www.imdb.com/title/tt0308878/
3228,Everyone Says I Love You,(1996),101 min,R,"Comedy, Musical, Romance",6.8,http://www.imdb.com/title/tt0116242/
3229,Hard Eight,(1996),101 min,R,"Crime, Drama",7.3,http://www.imdb.com/title/tt0119256/
3230,Manny & Lo,(1996),88 min,R,"Comedy, Drama",6.7,http://www.imdb.com/title/tt0116985/
3231,High Art,(1998),101 min,R,"Drama, Romance",6.7,http://www.imdb.com/title/tt0139362/
3232,Spanking the Monkey,(1994),100 min,Unrated,"Comedy, Drama",6.3,http://www.imdb.com/title/tt0111252/
3233,Arizona Dream,(1993),142 min,R,"Comedy, Drama, Fantasy",7.4,http://www.imdb.com/title/tt0106307/
3234,The House of the Spirits,(1993),140 min,R,"Drama, Romance",6.9,http://www.imdb.com/title/tt0107151/
3235,The Power of One,(1992),127 min,PG-13,Drama,7.2,http://www.imdb.com/title/tt0105159/
3236,The Player,(1992),124 min,R,"Comedy, Crime, Drama",7.6,http://www.imdb.com/title/tt0105151/
3237,Teen Witch,(1989),90 min,PG-13,"Comedy, Family, Fantasy",6.2,http://www.imdb.com/title/tt0098453/
3238,Lorenzo's Oil,(1992),129 min,PG-13,Drama,7.2,http://www.imdb.com/title/tt0104756/
3239,Orlando,(1992),94 min,PG-13,"Biography, Drama, Fantasy",7.2,http://www.imdb.com/title/tt0107756/
3240,Near Dark,(1987),94 min,R,"Action, Crime, Drama",7,http://www.imdb.com/title/tt0093605/
3241,Two Moon Junction,(1988),104 min,R,"Drama, Romance",5,http://www.imdb.com/title/tt0096324/
